,,,,,,,,,,,
0.0439387231,0.004536564,0.0843148403,0.0057428981,0.0110403237,0.0603378454,0.0152933903,0.0274936838,0.0419125605,0.0138609508,0.1329674315,0.0036549748
0.057,0.005,0.099,0.007,0.013,0.0742,0.017,0.03,0.053,0.017,0.164,0.0039
4.39387231,0.4536564,8.43148403,0.57428981,1.10403237,6.03378454,1.52933903,2.74936838,4.19125605,1.38609508,13.29674315,0.36549748
5.7,0.5,9.9,0.7,1.3,7.42,1.7,3,5.3,1.7,16.4,0.39
